IP地址	数据中心	地区	城市	网络延迟
1.0.0.125	LAX	北美洲	洛杉矶	200 ms
103.21.244.219	LAX	北美洲	洛杉矶	200 ms
66.235.200.166	LAX	北美洲	洛杉矶	200 ms
104.17.119.200	SJC	北美洲	圣何塞	200 ms
1.0.0.196	LAX	北美洲	洛杉矶	200 ms
162.159.2.131	LAX	北美洲	洛杉矶	200 ms
1.0.0.108	LAX	北美洲	洛杉矶	200 ms
1.0.0.255	LAX	北美洲	洛杉矶	200 ms
104.21.47.48	SJC	北美洲	圣何塞	201 ms
1.0.0.251	LAX	北美洲	洛杉矶	201 ms
104.18.247.111	SJC	北美洲	圣何塞	201 ms
104.21.218.64	LAX	北美洲	洛杉矶	201 ms
1.0.0.124	LAX	北美洲	洛杉矶	201 ms
104.19.10.227	LAX	北美洲	洛杉矶	201 ms
1.0.0.172	LAX	北美洲	洛杉矶	201 ms
1.0.0.254	LAX	北美洲	洛杉矶	201 ms
1.0.0.134	LAX	北美洲	洛杉矶	201 ms
104.20.76.113	LAX	北美洲	洛杉矶	201 ms
1.0.0.240	LAX	北美洲	洛杉矶	201 ms
1.0.0.103	LAX	北美洲	洛杉矶	201 ms
1.0.0.127	LAX	北美洲	洛杉矶	201 ms
1.0.0.226	LAX	北美洲	洛杉矶	201 ms
1.0.0.104	LAX	北美洲	洛杉矶	201 ms
1.0.0.232	LAX	北美洲	洛杉矶	201 ms
1.0.0.116	LAX	北美洲	洛杉矶	201 ms
1.0.0.128	LAX	北美洲	洛杉矶	201 ms
1.0.0.24	LAX	北美洲	洛杉矶	201 ms
1.0.0.19	LAX	北美洲	洛杉矶	201 ms
1.0.0.200	LAX	北美洲	洛杉矶	201 ms
1.0.0.197	LAX	北美洲	洛杉矶	201 ms
198.41.200.39	LAX	北美洲	洛杉矶	202 ms
198.41.201.156	LAX	北美洲	洛杉矶	202 ms
1.0.0.243	LAX	北美洲	洛杉矶	202 ms
104.17.40.234	SJC	北美洲	圣何塞	202 ms
104.19.190.20	SJC	北美洲	圣何塞	202 ms
162.159.241.93	LAX	北美洲	洛杉矶	202 ms
104.18.75.176	SEA	北美洲	西雅图	202 ms
1.0.0.114	LAX	北美洲	洛杉矶	202 ms
198.41.204.101	LAX	北美洲	洛杉矶	202 ms
45.159.216.116	LAX	北美洲	洛杉矶	202 ms
146.19.21.206	LAX	北美洲	洛杉矶	202 ms
1.0.0.28	LAX	北美洲	洛杉矶	202 ms
172.64.33.88	LAX	北美洲	洛杉矶	203 ms
1.0.0.43	LAX	北美洲	洛杉矶	203 ms
1.0.0.123	LAX	北美洲	洛杉矶	203 ms
1.0.0.60	LAX	北美洲	洛杉矶	203 ms
1.0.0.229	LAX	北美洲	洛杉矶	203 ms
104.19.91.70	LAX	北美洲	洛杉矶	203 ms
185.193.31.3	LAX	北美洲	洛杉矶	203 ms
104.18.67.187	SEA	北美洲	西雅图	203 ms
104.18.72.57	SEA	北美洲	西雅图	203 ms
1.0.0.128	LAX	北美洲	洛杉矶	203 ms
45.131.6.100	LAX	北美洲	洛杉矶	204 ms
104.16.2.236	SEA	北美洲	西雅图	204 ms
172.67.145.164	SEA	北美洲	西雅图	204 ms
1.0.0.110	LAX	北美洲	洛杉矶	204 ms
104.18.78.141	SEA	北美洲	西雅图	204 ms
104.18.77.181	SEA	北美洲	西雅图	204 ms
172.67.147.254	SEA	北美洲	西雅图	204 ms
104.16.12.102	SEA	北美洲	西雅图	204 ms
104.16.11.178	SEA	北美洲	西雅图	204 ms
188.114.99.204	LAX	北美洲	洛杉矶	205 ms
1.0.0.30	LAX	北美洲	洛杉矶	205 ms
1.0.0.212	LAX	北美洲	洛杉矶	205 ms
141.11.202.128	LAX	北美洲	洛杉矶	205 ms
1.0.0.147	LAX	北美洲	洛杉矶	205 ms
31.22.116.215	LAX	北美洲	洛杉矶	205 ms
1.0.0.40	LAX	北美洲	洛杉矶	205 ms
1.0.0.12	LAX	北美洲	洛杉矶	205 ms
1.0.0.149	LAX	北美洲	洛杉矶	205 ms
104.16.4.225	SEA	北美洲	西雅图	205 ms
104.21.237.67	SEA	北美洲	西雅图	205 ms
104.21.236.186	SEA	北美洲	西雅图	205 ms
172.67.157.227	SEA	北美洲	西雅图	205 ms
104.16.14.24	SEA	北美洲	西雅图	206 ms
104.16.5.103	SEA	北美洲	西雅图	206 ms
172.67.166.212	SEA	北美洲	西雅图	206 ms
104.19.138.121	LAX	北美洲	洛杉矶	206 ms
1.0.0.78	LAX	北美洲	洛杉矶	207 ms
104.18.31.127	SEA	北美洲	西雅图	207 ms
1.0.0.2	LAX	北美洲	洛杉矶	207 ms
104.17.249.242	SEA	北美洲	西雅图	208 ms
198.41.216.207	LAX	北美洲	洛杉矶	208 ms
172.67.152.245	SEA	北美洲	西雅图	208 ms
172.64.53.196	LAX	北美洲	洛杉矶	208 ms
104.21.225.218	SEA	北美洲	西雅图	208 ms
104.19.128.87	LAX	北美洲	洛杉矶	208 ms
104.19.129.193	LAX	北美洲	洛杉矶	208 ms
104.18.0.10	SEA	北美洲	西雅图	209 ms
104.17.225.227	SEA	北美洲	西雅图	209 ms
104.18.15.235	SEA	北美洲	西雅图	209 ms
104.18.17.18	SEA	北美洲	西雅图	209 ms
1.0.0.193	LAX	北美洲	洛杉矶	209 ms
1.0.0.108	LAX	北美洲	洛杉矶	209 ms
172.67.163.85	SEA	北美洲	西雅图	209 ms
1.0.0.154	LAX	北美洲	洛杉矶	209 ms
1.0.0.69	LAX	北美洲	洛杉矶	209 ms
104.17.250.9	SEA	北美洲	西雅图	209 ms
104.17.231.244	SEA	北美洲	西雅图	209 ms
172.67.155.194	SEA	北美洲	西雅图	209 ms
104.21.231.253	SEA	北美洲	西雅图	210 ms
1.0.0.231	LAX	北美洲	洛杉矶	210 ms
1.0.0.139	LAX	北美洲	洛杉矶	210 ms
1.0.0.192	LAX	北美洲	洛杉矶	210 ms
172.67.167.40	SEA	北美洲	西雅图	210 ms
172.66.45.244	SEA	北美洲	西雅图	210 ms
104.17.228.234	SEA	北美洲	西雅图	210 ms
104.21.20.35	SEA	北美洲	西雅图	210 ms
104.16.53.74	SEA	北美洲	西雅图	210 ms
104.16.47.185	SEA	北美洲	西雅图	210 ms
104.16.13.229	SEA	北美洲	西雅图	210 ms
104.16.32.78	SEA	北美洲	西雅图	210 ms
104.18.24.130	SEA	北美洲	西雅图	210 ms
104.21.30.219	SEA	北美洲	西雅图	210 ms
104.16.51.201	SEA	北美洲	西雅图	210 ms
1.0.0.162	LAX	北美洲	洛杉矶	210 ms
162.159.247.56	LAX	北美洲	洛杉矶	210 ms
104.21.227.60	SEA	北美洲	西雅图	210 ms
104.18.26.89	SEA	北美洲	西雅图	210 ms
1.0.0.40	LAX	北美洲	洛杉矶	210 ms
172.66.44.229	SEA	北美洲	西雅图	211 ms
172.66.43.191	SEA	北美洲	西雅图	211 ms
104.17.240.105	SEA	北美洲	西雅图	211 ms
172.67.149.161	SEA	北美洲	西雅图	211 ms
104.18.7.183	SEA	北美洲	西雅图	211 ms
1.0.0.41	LAX	北美洲	洛杉矶	211 ms
104.19.140.226	LAX	北美洲	洛杉矶	211 ms
45.149.12.168	LAX	北美洲	洛杉矶	211 ms
104.21.224.108	SEA	北美洲	西雅图	211 ms
104.19.141.70	LAX	北美洲	洛杉矶	211 ms
104.17.244.242	SEA	北美洲	西雅图	211 ms
104.18.9.156	SEA	北美洲	西雅图	211 ms
104.16.42.7	SEA	北美洲	西雅图	211 ms
172.66.46.167	SEA	北美洲	西雅图	211 ms
104.18.8.25	SEA	北美洲	西雅图	211 ms
104.18.11.108	SEA	北美洲	西雅图	212 ms
172.66.41.95	SEA	北美洲	西雅图	212 ms
104.18.37.144	SEA	北美洲	西雅图	212 ms
104.17.253.172	SEA	北美洲	西雅图	212 ms
104.18.3.18	SEA	北美洲	西雅图	212 ms
172.67.162.246	SEA	北美洲	西雅图	212 ms
104.16.43.242	SEA	北美洲	西雅图	212 ms
104.18.14.124	SEA	北美洲	西雅图	212 ms
104.19.230.65	FRA	欧洲	法兰克福	212 ms
104.18.125.190	FRA	欧洲	法兰克福	212 ms
104.18.123.246	FRA	欧洲	法兰克福	212 ms
104.18.119.251	FRA	欧洲	法兰克福	212 ms
104.17.255.81	SEA	北美洲	西雅图	212 ms
104.17.245.234	SEA	北美洲	西雅图	212 ms
104.17.234.75	SEA	北美洲	西雅图	213 ms
104.21.21.93	SEA	北美洲	西雅图	213 ms
104.20.48.246	FRA	欧洲	法兰克福	213 ms
104.20.49.127	FRA	欧洲	法兰克福	213 ms
104.16.55.51	SEA	北美洲	西雅图	213 ms
162.159.141.202	FRA	欧洲	法兰克福	213 ms
104.19.133.209	LAX	北美洲	洛杉矶	213 ms
104.20.54.106	FRA	欧洲	法兰克福	213 ms
104.16.45.233	SEA	北美洲	西雅图	213 ms
1.0.0.163	LAX	北美洲	洛杉矶	213 ms
104.17.254.167	SEA	北美洲	西雅图	213 ms
172.67.174.210	SEA	北美洲	西雅图	213 ms
104.18.115.3	FRA	欧洲	法兰克福	213 ms
104.18.20.216	SEA	北美洲	西雅图	213 ms
104.18.124.38	FRA	欧洲	法兰克福	213 ms
172.67.151.67	SEA	北美洲	西雅图	213 ms
162.159.135.74	FRA	欧洲	法兰克福	213 ms
1.0.0.73	LAX	北美洲	洛杉矶	213 ms
1.0.0.9	LAX	北美洲	洛杉矶	213 ms
1.0.0.144	LAX	北美洲	洛杉矶	213 ms
162.159.42.201	SEA	北美洲	西雅图	213 ms
104.18.28.90	SEA	北美洲	西雅图	213 ms
104.21.235.94	SEA	北美洲	西雅图	213 ms
104.16.135.223	FRA	欧洲	法兰克福	213 ms
104.16.134.3	FRA	欧洲	法兰克福	213 ms
172.67.169.221	SEA	北美洲	西雅图	214 ms
104.17.239.20	SEA	北美洲	西雅图	214 ms
104.16.36.101	SEA	北美洲	西雅图	214 ms
104.17.243.162	SEA	北美洲	西雅图	214 ms
172.67.141.37	FRA	欧洲	法兰克福	214 ms
104.16.41.154	SEA	北美洲	西雅图	214 ms
104.21.233.171	SEA	北美洲	西雅图	214 ms
104.17.247.250	SEA	北美洲	西雅图	214 ms
104.18.5.67	SEA	北美洲	西雅图	214 ms
104.18.4.161	SEA	北美洲	西雅图	214 ms
104.16.33.244	SEA	北美洲	西雅图	214 ms
162.159.143.137	FRA	欧洲	法兰克福	214 ms
104.21.31.232	SEA	北美洲	西雅图	214 ms
104.19.231.72	FRA	欧洲	法兰克福	214 ms
104.16.140.17	FRA	欧洲	法兰克福	214 ms
172.67.173.240	SEA	北美洲	西雅图	215 ms
104.18.12.214	SEA	北美洲	西雅图	215 ms
172.67.154.24	SEA	北美洲	西雅图	215 ms
104.16.39.84	SEA	北美洲	西雅图	215 ms
172.67.129.3	FRA	欧洲	法兰克福	215 ms
104.22.50.85	SEA	北美洲	西雅图	215 ms
104.17.242.249	SEA	北美洲	西雅图	215 ms
104.21.19.149	SEA	北美洲	西雅图	215 ms
104.16.136.134	FRA	欧洲	法兰克福	215 ms
172.67.136.249	FRA	欧洲	法兰克福	215 ms
104.17.229.240	SEA	北美洲	西雅图	215 ms
172.67.139.174	FRA	欧洲	法兰克福	215 ms
1.0.0.124	LAX	北美洲	洛杉矶	215 ms
104.20.57.71	FRA	欧洲	法兰克福	215 ms
104.20.52.145	FRA	欧洲	法兰克福	215 ms
172.67.175.162	SEA	北美洲	西雅图	215 ms
162.159.138.157	FRA	欧洲	法兰克福	215 ms
104.16.59.87	SEA	北美洲	西雅图	215 ms
104.16.60.205	SEA	北美洲	西雅图	215 ms
104.17.237.38	SEA	北美洲	西雅图	216 ms
172.67.160.194	SEA	北美洲	西雅图	216 ms
104.21.22.39	SEA	北美洲	西雅图	216 ms
104.18.19.156	SEA	北美洲	西雅图	216 ms
104.16.131.160	FRA	欧洲	法兰克福	216 ms
104.20.56.164	FRA	欧洲	法兰克福	216 ms
104.17.233.85	SEA	北美洲	西雅图	216 ms
104.16.128.3	FRA	欧洲	法兰克福	216 ms
104.21.29.198	SEA	北美洲	西雅图	216 ms
104.21.226.237	SEA	北美洲	西雅图	216 ms
162.159.152.251	FRA	欧洲	法兰克福	216 ms
172.67.168.21	SEA	北美洲	西雅图	216 ms
104.16.141.94	FRA	欧洲	法兰克福	216 ms
104.16.57.212	SEA	北美洲	西雅图	216 ms
172.65.220.4	FRA	欧洲	法兰克福	216 ms
172.67.133.190	FRA	欧洲	法兰克福	217 ms
104.18.121.207	FRA	欧洲	法兰克福	217 ms
172.67.6.248	FRA	欧洲	法兰克福	217 ms
172.67.132.48	FRA	欧洲	法兰克福	217 ms
198.41.192.169	LAX	北美洲	洛杉矶	217 ms
198.41.193.125	LAX	北美洲	洛杉矶	217 ms
172.65.222.6	FRA	欧洲	法兰克福	217 ms
104.19.226.81	FRA	欧洲	法兰克福	217 ms
162.159.140.57	FRA	欧洲	法兰克福	217 ms
104.16.63.209	SEA	北美洲	西雅图	217 ms
104.18.126.198	FRA	欧洲	法兰克福	217 ms
104.18.6.144	SEA	北美洲	西雅图	217 ms
104.18.13.41	SEA	北美洲	西雅图	217 ms
104.19.233.80	FRA	欧洲	法兰克福	217 ms
172.67.8.64	FRA	欧洲	法兰克福	218 ms
104.16.61.175	SEA	北美洲	西雅图	218 ms
104.16.62.229	SEA	北美洲	西雅图	218 ms
1.0.0.99	LAX	北美洲	洛杉矶	218 ms
1.0.0.15	LAX	北美洲	洛杉矶	218 ms
1.0.0.37	LAX	北美洲	洛杉矶	218 ms
104.16.56.23	SEA	北美洲	西雅图	218 ms
172.67.2.212	FRA	欧洲	法兰克福	218 ms
162.159.136.178	FRA	欧洲	法兰克福	218 ms
104.18.120.130	FRA	欧洲	法兰克福	218 ms
172.66.40.165	SEA	北美洲	西雅图	218 ms
1.0.0.86	LAX	北美洲	洛杉矶	218 ms
104.16.107.168	FRA	欧洲	法兰克福	218 ms
104.18.16.122	SEA	北美洲	西雅图	218 ms
104.17.248.214	SEA	北美洲	西雅图	218 ms
104.18.122.9	FRA	欧洲	法兰克福	218 ms
104.16.48.197	SEA	北美洲	西雅图	218 ms
104.18.1.212	SEA	北美洲	西雅图	218 ms
104.18.25.247	SEA	北美洲	西雅图	218 ms
104.19.228.128	FRA	欧洲	法兰克福	218 ms
104.16.106.155	FRA	欧洲	法兰克福	218 ms
172.67.1.153	FRA	欧洲	法兰克福	219 ms
104.21.25.202	SEA	北美洲	西雅图	219 ms
104.16.132.195	FRA	欧洲	法兰克福	219 ms
104.18.23.25	SEA	北美洲	西雅图	219 ms
1.0.0.50	LAX	北美洲	洛杉矶	219 ms
1.0.0.82	LAX	北美洲	洛杉矶	219 ms
1.0.0.242	LAX	北美洲	洛杉矶	219 ms
1.0.0.87	LAX	北美洲	洛杉矶	219 ms
1.0.0.255	LAX	北美洲	洛杉矶	219 ms
172.67.131.127	FRA	欧洲	法兰克福	219 ms
172.67.11.254	FRA	欧洲	法兰克福	219 ms
1.0.0.124	LAX	北美洲	洛杉矶	219 ms
104.17.251.37	SEA	北美洲	西雅图	219 ms
104.19.234.76	FRA	欧洲	法兰克福	219 ms
170.114.52.60	SEA	北美洲	西雅图	219 ms
162.159.153.214	FRA	欧洲	法兰克福	219 ms
104.16.52.55	SEA	北美洲	西雅图	220 ms
104.18.21.239	SEA	北美洲	西雅图	220 ms
172.67.10.137	FRA	欧洲	法兰克福	220 ms
104.21.238.101	SEA	北美洲	西雅图	220 ms
104.16.46.80	SEA	北美洲	西雅图	220 ms
172.67.5.68	FRA	欧洲	法兰克福	220 ms
1.0.0.94	LAX	北美洲	洛杉矶	220 ms
1.0.0.233	LAX	北美洲	洛杉矶	220 ms
1.0.0.58	LAX	北美洲	洛杉矶	220 ms
1.0.0.32	LAX	北美洲	洛杉矶	220 ms
1.0.0.125	LAX	北美洲	洛杉矶	220 ms
1.0.0.28	LAX	北美洲	洛杉矶	220 ms
104.17.238.132	SEA	北美洲	西雅图	220 ms
104.21.27.37	SEA	北美洲	西雅图	220 ms
104.18.10.223	SEA	北美洲	西雅图	220 ms
104.17.236.22	SEA	北美洲	西雅图	220 ms
172.67.170.220	SEA	北美洲	西雅图	220 ms
1.0.0.106	LAX	北美洲	洛杉矶	220 ms
172.67.9.84	FRA	欧洲	法兰克福	220 ms
104.18.116.95	FRA	欧洲	法兰克福	220 ms
104.18.117.5	FRA	欧洲	法兰克福	220 ms
104.17.241.33	SEA	北美洲	西雅图	220 ms
1.0.0.248	LAX	北美洲	洛杉矶	220 ms
104.21.18.17	SEA	北美洲	西雅图	220 ms
104.18.118.137	FRA	欧洲	法兰克福	220 ms
104.17.224.162	SEA	北美洲	西雅图	220 ms
104.17.235.69	SEA	北美洲	西雅图	220 ms
104.16.50.53	SEA	北美洲	西雅图	221 ms
104.16.35.172	SEA	北美洲	西雅图	221 ms
104.18.113.196	FRA	欧洲	法兰克福	221 ms
172.67.156.233	SEA	北美洲	西雅图	221 ms
104.21.234.232	SEA	北美洲	西雅图	221 ms
104.21.17.126	SEA	北美洲	西雅图	221 ms
172.67.142.191	FRA	欧洲	法兰克福	221 ms
1.0.0.226	LAX	北美洲	洛杉矶	221 ms
172.64.229.97	FRA	欧洲	法兰克福	221 ms
45.142.120.125	LAX	北美洲	洛杉矶	221 ms
1.0.0.190	LAX	北美洲	洛杉矶	221 ms
1.0.0.65	LAX	北美洲	洛杉矶	221 ms
104.17.227.41	SEA	北美洲	西雅图	221 ms
104.19.229.29	FRA	欧洲	法兰克福	221 ms
104.20.51.196	FRA	欧洲	法兰克福	222 ms
162.159.130.179	FRA	欧洲	法兰克福	222 ms
104.16.137.178	FRA	欧洲	法兰克福	222 ms
172.67.138.240	FRA	欧洲	法兰克福	222 ms
172.65.209.205	FRA	欧洲	法兰克福	222 ms
104.16.110.224	FRA	欧洲	法兰克福	222 ms
104.18.2.194	SEA	北美洲	西雅图	222 ms
104.16.40.105	SEA	北美洲	西雅图	222 ms
104.20.55.124	FRA	欧洲	法兰克福	222 ms
104.16.38.88	SEA	北美洲	西雅图	222 ms
66.81.247.87	FRA	欧洲	法兰克福	222 ms
104.19.239.84	FRA	欧洲	法兰克福	223 ms
172.67.13.140	FRA	欧洲	法兰克福	223 ms
104.16.105.158	FRA	欧洲	法兰克福	223 ms
162.159.128.40	FRA	欧洲	法兰克福	223 ms
104.19.224.85	FRA	欧洲	法兰克福	223 ms
104.17.232.49	SEA	北美洲	西雅图	223 ms
172.67.161.82	SEA	北美洲	西雅图	223 ms
172.67.135.21	FRA	欧洲	法兰克福	223 ms
104.18.112.149	FRA	欧洲	法兰克福	223 ms
104.18.22.133	SEA	北美洲	西雅图	223 ms
104.16.99.213	FRA	欧洲	法兰克福	223 ms
104.16.96.231	FRA	欧洲	法兰克福	223 ms
104.16.100.200	FRA	欧洲	法兰克福	223 ms
104.16.102.73	FRA	欧洲	法兰克福	223 ms
172.67.0.165	FRA	欧洲	法兰克福	223 ms
104.17.252.40	SEA	北美洲	西雅图	223 ms
172.65.181.29	FRA	欧洲	法兰克福	223 ms
104.16.34.208	SEA	北美洲	西雅图	223 ms
172.67.140.154	FRA	欧洲	法兰克福	223 ms
198.41.212.108	SEA	北美洲	西雅图	224 ms
172.67.12.28	FRA	欧洲	法兰克福	224 ms
104.19.227.88	FRA	欧洲	法兰克福	224 ms
104.16.133.246	FRA	欧洲	法兰克福	224 ms
104.21.26.77	SEA	北美洲	西雅图	224 ms
104.16.44.34	SEA	北美洲	西雅图	224 ms
104.16.104.0	FRA	欧洲	法兰克福	224 ms
104.19.238.85	FRA	欧洲	法兰克福	224 ms
145.36.144.100	FRA	欧洲	法兰克福	224 ms
141.193.213.28	FRA	欧洲	法兰克福	224 ms
23.247.163.50	LAX	北美洲	洛杉矶	225 ms
14.102.228.178	LAX	北美洲	洛杉矶	225 ms
104.17.246.28	SEA	北美洲	西雅图	225 ms
104.19.225.14	FRA	欧洲	法兰克福	225 ms
104.21.23.208	SEA	北美洲	西雅图	225 ms
172.67.4.13	FRA	欧洲	法兰克福	225 ms
104.21.28.46	SEA	北美洲	西雅图	225 ms
162.159.129.180	FRA	欧洲	法兰克福	226 ms
104.16.108.155	FRA	欧洲	法兰克福	226 ms
104.18.63.76	SEA	北美洲	西雅图	226 ms
172.67.3.144	FRA	欧洲	法兰克福	226 ms
104.16.111.123	FRA	欧洲	法兰克福	226 ms
104.18.127.88	FRA	欧洲	法兰克福	226 ms
104.16.109.210	FRA	欧洲	法兰克福	227 ms
104.16.130.2	FRA	欧洲	法兰克福	227 ms
162.159.160.58	FRA	欧洲	法兰克福	227 ms
172.67.137.219	FRA	欧洲	法兰克福	227 ms
104.18.34.149	FRA	欧洲	法兰克福	227 ms
104.16.129.192	FRA	欧洲	法兰克福	227 ms
104.17.226.243	SEA	北美洲	西雅图	227 ms
162.159.137.21	FRA	欧洲	法兰克福	228 ms
104.19.232.253	FRA	欧洲	法兰克福	228 ms
104.18.114.63	FRA	欧洲	法兰克福	229 ms
104.20.62.114	FRA	欧洲	法兰克福	229 ms
172.67.130.173	FRA	欧洲	法兰克福	229 ms
104.16.103.122	FRA	欧洲	法兰克福	229 ms
172.67.15.51	FRA	欧洲	法兰克福	229 ms
172.67.14.50	FRA	欧洲	法兰克福	229 ms
104.16.54.94	SEA	北美洲	西雅图	229 ms
172.67.7.104	FRA	欧洲	法兰克福	230 ms
104.20.53.245	FRA	欧洲	法兰克福	230 ms
172.67.128.187	FRA	欧洲	法兰克福	230 ms
104.16.143.241	FRA	欧洲	法兰克福	230 ms
172.67.171.216	SEA	北美洲	西雅图	230 ms
104.19.236.125	FRA	欧洲	法兰克福	231 ms
203.22.241.34	FRA	欧洲	法兰克福	231 ms
162.159.134.70	FRA	欧洲	法兰克福	231 ms
104.20.50.228	FRA	欧洲	法兰克福	231 ms
172.67.143.186	FRA	欧洲	法兰克福	232 ms
104.20.58.174	FRA	欧洲	法兰克福	233 ms
104.20.60.47	FRA	欧洲	法兰克福	233 ms
104.20.59.169	FRA	欧洲	法兰克福	233 ms
104.20.61.101	FRA	欧洲	法兰克福	233 ms
104.21.72.123	SJC	北美洲	圣何塞	235 ms
162.159.133.177	FRA	欧洲	法兰克福	236 ms
104.19.235.105	FRA	欧洲	法兰克福	236 ms
104.16.97.53	FRA	欧洲	法兰克福	237 ms
104.16.142.204	FRA	欧洲	法兰克福	238 ms
172.67.146.80	SEA	北美洲	西雅图	238 ms
104.22.60.95	SEA	北美洲	西雅图	239 ms
172.67.158.65	SEA	北美洲	西雅图	241 ms
172.67.208.144	SJC	北美洲	圣何塞	241 ms
104.16.98.64	FRA	欧洲	法兰克福	241 ms
104.16.101.120	FRA	欧洲	法兰克福	241 ms
104.16.138.216	FRA	欧洲	法兰克福	242 ms
104.16.139.44	FRA	欧洲	法兰克福	242 ms
104.22.49.198	SEA	北美洲	西雅图	243 ms
172.67.218.160	SJC	北美洲	圣何塞	243 ms
172.67.164.235	SEA	北美洲	西雅图	248 ms
172.67.68.191	SEA	北美洲	西雅图	249 ms
104.22.48.250	SEA	北美洲	西雅图	250 ms
172.67.150.192	SEA	北美洲	西雅图	251 ms
172.64.231.47	LAX	北美洲	洛杉矶	251 ms
172.67.153.33	SEA	北美洲	西雅图	252 ms
172.64.170.4	ARN	欧洲	斯德哥尔摩	252 ms
104.22.57.188	SEA	北美洲	西雅图	254 ms
172.64.131.249	ARN	欧洲	斯德哥尔摩	255 ms
104.22.62.62	SEA	北美洲	西雅图	258 ms
172.64.166.77	ARN	欧洲	斯德哥尔摩	260 ms
104.21.232.99	SEA	北美洲	西雅图	260 ms
104.21.230.244	SEA	北美洲	西雅图	262 ms
172.64.142.147	ARN	欧洲	斯德哥尔摩	262 ms
172.67.67.167	SEA	北美洲	西雅图	263 ms
104.21.229.229	SEA	北美洲	西雅图	265 ms
172.67.69.208	SEA	北美洲	西雅图	269 ms
172.64.139.30	ARN	欧洲	斯德哥尔摩	275 ms
104.22.54.245	SEA	北美洲	西雅图	277 ms
172.67.78.189	SEA	北美洲	西雅图	279 ms
104.21.228.156	SEA	北美洲	西雅图	279 ms
104.26.7.39	SEA	北美洲	西雅图	280 ms
104.26.5.4	SEA	北美洲	西雅图	284 ms
104.22.58.9	SEA	北美洲	西雅图	285 ms
172.67.72.180	SEA	北美洲	西雅图	287 ms
104.21.239.45	SEA	北美洲	西雅图	287 ms
172.64.130.178	ARN	欧洲	斯德哥尔摩	288 ms
172.64.169.138	ARN	欧洲	斯德哥尔摩	288 ms
172.64.97.62	ARN	欧洲	斯德哥尔摩	288 ms
104.22.51.187	SEA	北美洲	西雅图	289 ms
172.64.163.208	ARN	欧洲	斯德哥尔摩	290 ms
172.64.199.160	ARN	欧洲	斯德哥尔摩	291 ms
172.64.161.143	ARN	欧洲	斯德哥尔摩	291 ms
172.64.132.64	ARN	欧洲	斯德哥尔摩	291 ms
172.64.108.9	ARN	欧洲	斯德哥尔摩	291 ms
172.64.137.56	ARN	欧洲	斯德哥尔摩	292 ms
172.64.109.218	ARN	欧洲	斯德哥尔摩	293 ms
172.64.171.32	ARN	欧洲	斯德哥尔摩	293 ms
172.64.200.21	ARN	欧洲	斯德哥尔摩	294 ms
172.64.197.135	ARN	欧洲	斯德哥尔摩	294 ms
172.64.103.19	ARN	欧洲	斯德哥尔摩	295 ms
172.64.140.35	ARN	欧洲	斯德哥尔摩	295 ms
172.64.141.145	ARN	欧洲	斯德哥尔摩	296 ms
172.64.201.102	ARN	欧洲	斯德哥尔摩	297 ms
172.64.168.138	ARN	欧洲	斯德哥尔摩	297 ms
172.64.165.149	ARN	欧洲	斯德哥尔摩	297 ms
172.64.134.51	ARN	欧洲	斯德哥尔摩	298 ms
172.64.135.44	ARN	欧洲	斯德哥尔摩	298 ms
172.64.172.48	ARN	欧洲	斯德哥尔摩	299 ms
172.64.167.193	ARN	欧洲	斯德哥尔摩	300 ms
172.64.96.106	ARN	欧洲	斯德哥尔摩	300 ms
104.21.16.177	SEA	北美洲	西雅图	301 ms
172.64.175.212	ARN	欧洲	斯德哥尔摩	301 ms
172.64.202.10	ARN	欧洲	斯德哥尔摩	301 ms
172.64.206.186	ARN	欧洲	斯德哥尔摩	302 ms
172.64.133.92	ARN	欧洲	斯德哥尔摩	302 ms
172.64.110.237	ARN	欧洲	斯德哥尔摩	303 ms
172.64.106.161	ARN	欧洲	斯德哥尔摩	303 ms
172.64.105.220	ARN	欧洲	斯德哥尔摩	303 ms
172.67.75.83	SEA	北美洲	西雅图	305 ms
172.64.136.52	ARN	欧洲	斯德哥尔摩	306 ms
172.64.174.248	ARN	欧洲	斯德哥尔摩	307 ms
172.64.104.2	ARN	欧洲	斯德哥尔摩	307 ms
172.64.101.207	ARN	欧洲	斯德哥尔摩	308 ms
172.64.99.254	ARN	欧洲	斯德哥尔摩	308 ms
172.64.98.98	ARN	欧洲	斯德哥尔摩	308 ms
172.64.129.229	ARN	欧洲	斯德哥尔摩	309 ms
172.64.143.99	ARN	欧洲	斯德哥尔摩	309 ms
172.64.138.111	ARN	欧洲	斯德哥尔摩	309 ms
172.64.162.53	ARN	欧洲	斯德哥尔摩	311 ms
172.64.128.196	ARN	欧洲	斯德哥尔摩	315 ms
172.64.194.36	ARN	欧洲	斯德哥尔摩	316 ms
172.67.219.87	SJC	北美洲	圣何塞	331 ms
172.64.193.93	ARN	欧洲	斯德哥尔摩	335 ms
172.67.222.241	SJC	北美洲	圣何塞	336 ms
104.21.84.42	SJC	北美洲	圣何塞	357 ms
172.67.221.246	SJC	北美洲	圣何塞	367 ms
172.67.220.156	SJC	北美洲	圣何塞	372 ms
172.67.212.152	SJC	北美洲	圣何塞	373 ms
172.67.214.199	SJC	北美洲	圣何塞	374 ms
104.21.69.40	SJC	北美洲	圣何塞	382 ms
